court	year	agenda	value_1	value_2	value_3	value_4	value_5
Okresný súd Poprad	2011	U	450	350	NULL	350	8300
Okresný súd Stará Ľubovňa	2011	C	2029	2231	2129	1871	1674
Okresný súd Stará Ľubovňa	2011	Cb	1165	1847	1800	1559	1206
Okresný súd Stará Ľubovňa	2011	Cbcud	25	25	NULL	25	6
Okresný súd Stará Ľubovňa	2011	Ccud	133	162	NULL	162	29
Okresný súd Stará Ľubovňa	2011	Cpr	24	3	NULL	3	21
Okresný súd Stará Ľubovňa	2011	D	2108	2088	12	2096	892
Okresný súd Stará Ľubovňa	2011	Dcud	30	40	NULL	40	0
Okresný súd Stará Ľubovňa	2011	Er	10517	10867	NULL	10867	864
Okresný súd Stará Ľubovňa	2011	Nt	118	145	NULL	136	45
Okresný súd Stará Ľubovňa	2011	P	1269	1131	889	1131	474
Okresný súd Stará Ľubovňa	2011	Pcud	133	133	NULL	133	0
Okresný súd Stará Ľubovňa	2011	PPOm	3	3	NULL	3	0
Okresný súd Stará Ľubovňa	2011	Ps	25	18	14	18	16
Okresný súd Stará Ľubovňa	2011	T	306	362	44	310	117
Okresný súd Stará Ľubovňa	2011	Tcud	22	33	NULL	33	0
Okresný súd Stará Ľubovňa	2011	Td	33	22	NULL	22	11
Okresný súd Stará Ľubovňa	2011	Tp	338	338	NULL	332	5
Okresný súd Stará Ľubovňa	2011	Ul	42	125	NULL	125	83
Okresný súd Svidník	2011	C	2445	1993	2864	1933	1607
Okresný súd Svidník	2011	Cb	1123	1108	1931	1200	954
Okresný súd Svidník	2011	Cbcud	29	14	NULL	14	14
Okresný súd Svidník	2011	Cbd	14	14	NULL	14	0
Okresný súd Svidník	2011	Ccud	477	469	NULL	469	46
Okresný súd Svidník	2011	Cd	85	85	NULL	85	0
Okresný súd Svidník	2011	Cpr	44	29	NULL	15	29
Okresný súd Svidník	2011	D	1044	1069	2	1072	315
Okresný súd Svidník	2011	Dcud	0	0	NULL	0	0
Okresný súd Svidník	2011	Dd	0	0	NULL	0	0
Okresný súd Svidník	2011	Ecud	71	71	NULL	71	0
Okresný súd Svidník	2011	Ed	129	129	NULL	129	0
Okresný súd Svidník	2011	Em	26	26	6	26	43
Okresný súd Svidník	2011	Er	15975	13975	NULL	13975	3203
Okresný súd Svidník	2011	Ercud	43	14	NULL	14	29
Okresný súd Svidník	2011	Erd	471	357	NULL	357	114
Okresný súd Svidník	2011	Nt	26	26	NULL	26	23
Okresný súd Svidník	2011	P	1880	1566	1289	1417	609
Okresný súd Svidník	2011	Pcud	14	43	NULL	43	0
Okresný súd Svidník	2011	Pd	200	100	NULL	100	100
Okresný súd Svidník	2011	Po	86	86	NULL	86	0
Okresný súd Svidník	2011	PPOm	5	5	NULL	5	0
Okresný súd Svidník	2011	Ps	74	66	60	57	23
Okresný súd Svidník	2011	Ro	4412	4280	NULL	4416	516
Okresný súd Svidník	2011	Rob	1400	1346	NULL	1408	223
Okresný súd Svidník	2011	S	3	0	NULL	0	3
Okresný súd Svidník	2011	T	318	324	29	321	109
Okresný súd Svidník	2011	Tcud	6	3	NULL	3	6
Okresný súd Svidník	2011	Td	3	3	NULL	3	0
Okresný súd Svidník	2011	Tp	100	104	NULL	104	29
Okresný súd Svidník	2011	U	29	0	NULL	0	86
Okresný súd Vranov n/T	2011	C	2014	1472	2127	1195	1591
Okresný súd Vranov n/T	2011	Cb	557	643	1280	693	383
Okresný súd Vranov n/T	2011	Cbd	14	43	NULL	43	0
Okresný súd Vranov n/T	2011	Ccud	614	386	NULL	386	229
Okresný súd Vranov n/T	2011	Cd	127	127	NULL	127	0
Okresný súd Vranov n/T	2011	Cpr	8	3	5	0	8
Okresný súd Vranov n/T	2011	D	3211	3207	4	3204	1329
Okresný súd Vranov n/T	2011	Er	11075	11875	NULL	11875	259
Okresný súd Vranov n/T	2011	Nt	110	97	NULL	97	83
Okresný súd Vranov n/T	2011	P	1005	857	1125	772	371
Okresný súd Vranov n/T	2011	Pcud	0	0	NULL	0	14
Okresný súd Vranov n/T	2011	Pd	86	86	NULL	86	0
Okresný súd Vranov n/T	2011	Po	529	657	NULL	657	43
Okresný súd Vranov n/T	2011	PPOm	43	43	NULL	43	0
Okresný súd Vranov n/T	2011	Ps	121	150	314	150	57
Okresný súd Vranov n/T	2011	S	12	12	5	7	7
Okresný súd Vranov n/T	2011	T	674	674	38	671	240
Okresný súd Vranov n/T	2011	Tcud	14	17	NULL	17	7
Okresný súd Vranov n/T	2011	Td	3	7	NULL	7	0
Okresný súd Vranov n/T	2011	Tp	593	595	NULL	595	0
Špecializovaný trestný súd	2011	Nt	1	1	NULL	0	1
Špecializovaný trestný súd	2011	Ntt	68	68	NULL	68	NULL
Špecializovaný trestný súd	2011	T	15	16	NULL	15	6
Špecializovaný trestný súd	2011	Tp	7	2	NULL	8	2
